"","control1","control2","control3","control4","case1","case2","case3"
"PIBF1",5.73343291288656,5.99514979074882,5.60670969762663,5.09151331110707,3.43878527953366,3.56380195171193,3.55570893974714
"ZBTB18",5.31130341545156,5.5781948512838,5.80204990450995,6.01313716754784,6.37267064471901,6.93478991048365,7.15634986223659
"NXF1",9.03041510966761,8.60706801738682,8.95750029740863,9.23966414612725,9.91104106491805,10.3862954445558,10.347572815285
"SYNCRIP",7.80906573691864,8.27898725970921,8.22439577731708,8.243844428255,6.74314519823603,7.19276171005332,7.0404915925621
"NCOA2",5.49655336189912,6.02570046674856,5.56976547113793,5.40163046489633,3.85452912309737,3.74420688128543,3.44820729946619
"DDX17",8.99430999931097,8.50839628154691,8.78208738828589,8.83476272765729,7.29528946326613,7.8537461919393,7.21772996433321
"IPO7",7.82242106624649,8.44420361241466,8.31205445478578,8.26017159702315,6.29326421070304,6.99715230134489,7.10367824270344
"ARFGEF2",7.63643027533513,7.7518027168673,7.37473439501493,7.5620554073008,6.15337590319805,6.74408885349416,6.74927152992188
"ARFGEF1",7.36959173512472,7.49318126442112,7.3131365748243,7.60630943573234,5.94622250479736,6.04279676011845,6.06750422051888
"PAIP1",8.44100678892528,8.97949296552866,8.72804100133248,8.60432858245892,6.87152832176403,7.73459199658836,7.77669279748298
"PDLIM5",9.48491048001373,9.95348412096156,10.2046364895665,9.635151582827,8.43314250408984,8.9452064600564,8.56815184843719
"HEXIM1",7.03675359231912,7.09767176389574,6.8143595484861,7.26346031176223,9.29365573392385,9.52007436077449,9.70052901934708
"CENPE",7.8870829806912,7.78281616284394,7.60612546188546,7.81090255849048,6.35373512922769,6.60179283395838,6.18623459512468
"TRIM16",10.9328277638893,11.2281882762624,11.4686411637582,10.8825213860728,9.82481342076377,9.94576715057448,9.76310046689547
"CENPF",9.59620929779801,9.46107376009446,9.80869360300957,9.73143068650669,8.06484058513302,8.51417615242174,8.37690971858141
"RAD51AP1",7.34651445664727,8.24102944127993,8.06306371221763,7.60181420326566,6.25158831914375,6.6389817655344,6.40629539386482
"IGF2BP3",8.37116590225795,8.775097826791,8.73893383187419,7.89736688693077,5.26641798751221,5.9438589799864,6.32543137601099
"MTX2",7.99858736876536,8.09536726448311,7.64533683836202,7.99005833353984,6.68522851812481,6.87659936544331,7.02821404212284
"STAG2",9.08675565234334,9.65178477495908,9.35714839056133,9.15480383036093,7.07190408068917,7.55421446085801,7.39164359381936
"SIX2",8.56023106187919,8.42950364120017,8.88162114688114,8.83705073807702,9.52924744314722,9.6082110838329,9.98993105141217
"TOB2",6.52830747020693,6.95034328657216,7.1840268887301,6.52365856201963,7.60538481005826,8.05941814501422,8.34753302076372
"PLK2",7.83914023567466,7.61245835692491,7.7894436492636,7.32316641700247,8.64686318130084,9.26064152067217,9.37758122677126
"PDE10A",5.64097975649055,5.65006214510587,5.67402001114681,6.09105685920842,4.29155905961458,4.09986452614794,3.95913539160398
"SPIN1",7.84834013940335,7.91793588191057,8.07129169379143,7.58352393012262,6.25279772595662,7.52116037507501,6.5692834861608
"CLP1",8.11994935409695,8.19126479400796,8.14072056538904,8.06933473733074,9.55216366043173,9.55853391670278,9.84378352850973
"FERMT2",11.0031123334388,11.5115260815222,11.5331850139139,11.1019593716891,9.59527844876537,10.3374771682118,9.69489210605649
"RBPMS",8.24674013280789,7.92833691206685,8.13756782034156,8.43776317323237,6.85872537821643,7.20199959124052,7.3481723506886
"WWP1",7.90548200118158,7.89336802830115,7.97602282020432,7.77577612477279,5.94513390765571,6.55585009267294,6.79965903202375
"TOPBP1",8.34826461546376,8.9822857689061,8.52390244579935,8.17548715420262,6.74827813247167,7.13181370364739,7.3481723506886
"FOXN3",7.18419005588312,7.19061558102553,7.486531094615,7.50123769879893,5.05852795156426,5.64135149373388,5.56621378216258
"BAZ1A",7.1811916455417,7.9704759985023,7.89924829016922,7.4333880394194,5.9110835679123,6.46933640823571,6.75576927199665
"ZNF277",6.33402725978071,6.55080857272286,6.46243809753087,6.06629838220194,4.83679649307116,5.0295989534844,5.06061119229524
"MAP4K5",7.24427372925306,7.14245911578769,6.56133786481262,6.19406695182226,5.55107991939024,5.94449744348806,5.46605789807661
"SEC23IP",7.68385734535726,7.50878374956378,7.57789917818585,7.46417873341284,6.02557032686456,6.42013583418908,6.54963058445246
"AKAP13",7.89788072823203,7.70183061669744,7.76315313348157,7.91063031968833,6.2855861642429,6.58431831238396,6.22924331688962
"PDCD10",9.36046142946836,9.82396301972642,9.61841740598602,9.52504827067609,8.06613572372023,8.60436354668205,8.60703844352849
"RNF139",7.59473358965039,7.69624415901512,7.5434744162152,7.73197786654903,8.6947391156821,8.70284575809264,9.07716319794733
"PACSIN2",9.28009482821058,9.32414825585506,9.57092923289502,9.53855982692507,7.948560063014,8.44198522653058,8.37654991243517
"LARP4",5.66884716254658,6.11654287832752,5.5767460233783,5.26657363130501,4.48876685661597,4.94066684063757,4.41433029690213
"RNF13",6.8760031641749,7.0547807321696,6.67327188208993,6.63922037002153,4.82767662591025,5.0917205264078,5.52921791252606
"OSBPL8",7.13064382686359,7.70168816946523,7.81845350856345,7.32772776075436,4.42550701707118,5.502644777285,5.4123284368901
"OSBPL10",8.49990501094329,8.73392085385068,8.77123607075713,8.53297395729819,6.92593271474361,7.245430629058,7.22966260588174
"MRFAP1L1",8.52182169097179,8.75383373704343,8.37805701063599,8.68227255918746,9.42643075063121,9.74942399482657,10.0148429414688
"ADCY9",8.37451819790165,8.62760933616114,8.35650806886154,8.00551268204423,6.91070967639935,6.93915240088133,6.78233546419101
"OSR2",4.65156839393561,4.8819826775098,4.79468051609776,4.75983741583777,7.17087004540115,6.93410064682781,7.19512459991558
"AGAP1",7.43172550573572,7.0972382742009,7.23916957498528,7.63948078241541,5.57917389948437,5.88889831903044,5.70044152419862
"C1orf216",7.67123211045208,7.79811041902186,7.85012986551712,8.24399472491024,9.13486042158117,8.78648458520573,9.38676345142609
"ADM",7.46779243653521,7.55178441928457,7.08294369105359,7.19813911193191,8.92879207732352,8.98539927735666,8.97370430803399
"ATF2",4.28833207124503,4.7548872930067,4.53517352986756,4.15707636597532,3.21639404349746,3.44227974353243,3.62664161636675
"CREBBP",6.99643999028048,7.46160866748523,7.22593083110478,7.29135354549937,5.66680807171082,6.49215750769849,6.32031171032422
"NEK7",9.18639134498345,9.78601273650453,9.90668953205708,9.27928273977197,7.32488130786278,8.33819369889791,8.16595536138619
"MAPK14",8.71270410733468,8.52436225301074,8.45759224595791,8.45752749027166,7.15607185099853,7.58681362741607,7.66362025294973
"CTBP2",8.96763577164505,9.64847448302123,9.54000636987853,8.76350158197976,6.4960253334831,7.08624079135515,6.86713553327896
"CAMSAP1",7.72703674803948,7.91238069574301,7.94008657923734,7.86078677878839,6.39367434701121,6.92236888522802,7.03687295471024
"ADSS",8.99081733693776,9.11268525677692,8.92241896599364,8.71723475033157,7.38583296106745,8.13329260892237,8.21616938917897
"DENND1B",5.96307419412702,6.75102121865374,6.3409857691862,6.72005013044726,4.75987694415981,5.38619635231011,5.25987598602447
"GADD45A",8.26113887482693,8.51326461090441,8.3036961677362,7.89700250908581,10.1298781040285,10.5868344961357,10.2814029278024
"DMXL1",5.94080785752861,6.01647595362617,5.6778637558797,5.73144586628302,3.64005232005314,4.29631090235619,4.07906133495732
"DDX10",7.79771757472212,8.06288611326395,7.91278856299903,8.16335755910538,6.96278051944055,6.91000932257269,6.53289911829475
"DLG1",7.56720949261786,7.75856636515123,7.13514977311295,6.97550661807698,5.16797952524456,5.87544169311901,5.51559303643666
"DMD",6.21618418303516,6.88138975703579,6.62746301974973,6.28361776675114,4.58309682313259,5.17975704031225,5.29378548140511
"HBEGF",7.82278523132519,7.66347789504019,7.74785119019335,7.57230557719718,9.7597641437011,9.37782529336196,9.63629873590044
"DUSP4",5.57301812025158,5.21364913076055,4.38686422505051,5.12648427338106,6.99605785746728,6.94242557761624,7.19427917482055
"DUSP5",5.91307859344847,5.68920215985754,5.82529666592592,5.63521819223469,7.28885878678534,7.26542028029537,7.02452316387844
"DUSP6",3.8329014926078,4.0735388374603,3.95008802461831,4.25366572096462,5.53860163459691,5.44395038356181,6.03041565917056
"DUSP7",6.85006261085949,7.24958066757136,7.15122080943632,7.16556817637144,7.89927966942744,8.29807093999692,8.59401819302733
"DYRK1A",8.51436539608976,8.82359707044698,9.01133130394588,8.77976626261282,7.09529247453841,7.77988829460308,7.84137243146603
"ECT2",7.71738396228489,8.71462333742691,8.72158918273827,7.86993001673902,6.15275362082702,6.69566945124994,6.92983492816857
"EDN1",6.97764003290525,6.54904005674216,6.88470946753405,6.50218544612111,7.95736045540871,7.77531445525176,7.69306158678044
"MEGF9",8.74683123787661,8.6330435025896,8.13356869006532,8.42253971058935,6.80073347494694,6.87972696738493,6.98038628436013
"EGFR",8.92433527847146,8.59992607523539,9.14098775348674,8.93245121316477,6.82955327773834,7.80933979088425,7.2073935604233
"EPHA2",8.41800914254014,8.05639668316004,8.14434410666789,7.5898496196987,8.8463045330882,9.51464663429179,9.50459684048752
"EPS8",7.9731086812263,8.1221701831171,7.8411250081343,7.67093100728794,6.2458077413878,6.85830457633388,6.67755628959372
"EREG",5.06690763219445,5.01334445687189,4.76308304733058,4.79549223124241,5.82957898937337,5.73237713771624,6.19308800008668
"EYA4",6.52128444117556,7.63804516756278,7.05838419713993,6.66953862052422,6.10865600670075,5.97434715556347,5.61121511417904
"EXT1",8.38691883170662,8.15701639549944,7.94155952253005,7.69773936497857,6.29743870087834,6.23853077828503,6.12458817757399
"ACSL3",8.99031903033898,9.25983084826505,9.00761926691085,9.19866556371121,6.81333563141532,7.07630276613945,7.41952901442075
"FAT1",8.20747492579682,8.51850209863069,8.21358390565791,8.20028211918791,6.77875722159606,7.41428186107629,7.24948551544307
"JMJD1C",6.14438378752726,6.32871769252608,5.90251243048153,5.61348219691977,4.90768699080033,4.88573093009905,4.77772895661371
"FDXR",6.71102580917884,6.84172332914254,6.58963334247998,6.97510873891591,7.72083152799999,7.46674422907818,8.29878955011973
"FGF2",7.321180572609,8.29437124520789,7.84231487973744,7.01456830233439,5.40831896858887,6.43652562145187,6.88214406965289
"PHLDA1",6.08566586836184,5.529069347542,5.07766754990203,5.22887109530832,7.31228283455678,7.28457153426287,7.82824333672271
"RNF44",7.42024376114511,7.67318520975454,7.7265203517108,7.4147390126188,8.67084677100922,8.4522852848468,8.76659060674708
"FNDC3A",8.1914551483859,8.05517435347208,7.72792657393697,7.87356205630487,5.55863678247039,6.59699371422788,6.59075956152427
"TRAPPC8",8.2956220015445,8.25853159242605,8.68875195945053,8.42219703125686,6.98851749686405,7.63368083112393,7.45296944808122
"FOXJ3",8.20663048517222,8.59617844203435,8.81433334120161,8.59771233518808,7.42840643683441,7.40215665154425,7.66169785197
"DIS3",4.70124320650983,4.45000862507174,4.38228808334638,5.00875667012554,5.87701604454375,5.81774268269417,6.67283351890608
"DKK1",6.28586897383932,6.34196724773522,6.06358772508856,5.80927259779163,8.46447926809389,8.47002577373148,8.77323871751479
"TPX2",10.3598926419482,9.90143575643797,10.1186010077437,9.94981107902422,8.77878185469329,9.39819285085115,8.96387062492845
"LIMCH1",9.81164086854906,10.1586071353246,10.0715317530577,9.98907876591679,7.76657463305404,8.4626252610024,8.17378219965795
"PALLD",9.5224023244913,8.88027438748934,8.25726312493137,8.20663799881835,7.59820177627261,7.95408611258345,7.18961112015069
"KDM4B",7.56883615256164,7.57929512892598,7.54889904528723,7.36905398739484,6.43386161690322,6.37842390022515,6.4132326575107
"PDZD2",5.16349139119781,5.95161148434443,4.58780968361494,4.42013681969918,3.95223962067457,3.79866386978051,3.72197390814497
"MON2",7.34774520805375,7.41320756022063,7.03782241982382,7.17301391336323,6.06099848712358,6.17895466700191,5.74340728153082
"PDS5B",7.99116589438667,8.29248173538871,8.33183326547779,8.29197298370462,6.0719557098487,6.52260045189439,6.20468481322962
"WAPL",7.20814188010964,7.48489913363215,7.09352691170477,6.95277815676243,5.824097897488,6.03649693213342,6.24730028973486
"SETX",8.09513017542465,7.88704054215998,7.59987088892923,7.3868608328599,6.69558982244256,6.31673730133844,7.02331683735213
"SWAP70",6.62791087602068,6.69496605241192,6.41235048299194,6.28427938688499,5.17435157029894,5.46851750872579,5.67785392371277
"MYCBP2",8.39612757752077,8.76637221746607,8.6197874968773,8.77598958843977,6.86394000672144,7.75377117333359,7.33246030273954
"KDM4C",7.1674524206816,7.05773240256749,7.07311091224379,7.3868608328599,6.31723362009441,5.67711458731536,5.9263857477897
"ZNF423",8.87711341940258,7.85163724171745,8.51680340453985,8.81543523473375,6.8828404350972,7.39520902355016,7.86818283632803
"KIF1B",7.65423136986622,7.86135791189018,7.61967985194906,8.06763332725039,6.71685072657908,6.95474898471348,6.58468964791254
"CDK19",7.01689886060396,6.94281180376932,6.60568134604606,6.78484353870754,5.67343567457073,5.70813715740275,5.64027620032067
"CLASP2",7.60304163031966,7.81158451858832,7.60102368036149,7.3137979631533,6.00606019326989,6.47084533968585,6.22496709394062
"TBC1D9",7.07960125212628,7.74402700005297,7.20559294271778,6.79349075945994,6.17516535252335,5.85481136266552,6.39262865447552
"SNX13",7.33911711929911,7.39644279020726,7.07431049046943,7.15627548286603,5.62440761559757,5.98937645055743,5.95010989401867
"EFR3A",7.91314247224912,8.23050806570992,7.85412081056941,7.57868053794387,6.33129567641261,6.85365960291654,6.98472044841251
"RTF1",8.14425593745992,8.54437904735092,8.42185382573775,8.25907110320376,6.88221325803513,7.33035416884321,7.49132608383588
"ZCCHC14",7.72220504112113,7.80276790201456,7.61760701127586,7.14460072634489,5.90639444240146,6.21649708653251,6.54111007424149
"LARP4B",7.4628942727493,7.45024806769943,7.74996700909797,7.28799002336311,5.92594802625083,6.27708808660185,6.17956186994883
"RCOR1",6.99485577434757,7.07117033456043,7.0767677550822,6.71327246233573,5.42210202189302,5.47634814516082,6.14697654879743
"GSE1",7.60650832643188,7.45469352867776,7.79557083246237,8.0065500926189,5.9643778362409,6.04522550196947,6.30326509921533
"XPO6",9.4897936427166,9.40624870193854,9.94665651485196,10.0183214657117,8.44689443023415,8.71182859388151,8.94542288179532
"PRRC2C",9.46692612811507,9.65257750607272,9.68416139292306,9.30912242064287,7.38061674342794,8.39651730057742,8.54573066360336
"COBL",8.93335214584268,9.27758483088824,9.06846543514681,9.08483135468502,7.89070968347473,8.00294718333906,7.98299033315416
"PDS5A",8.1751164294053,8.37153501230441,8.42519222655617,8.45212183762045,6.48801212529289,7.15090879036261,7.03435000695211
"KAZN",8.49461778389277,7.32625035613116,7.59104954028425,8.03763363482164,5.64648060452317,6.24149327380894,6.90596405537064
"DENND5A",9.32600922424976,9.29736506504908,9.70691673683213,9.67198627857443,7.55042616718322,8.27424132104767,8.20111607696741
"ADGRL2",6.6489315303603,6.49764555408401,6.93334200120805,6.9671909966942,5.23937175023806,5.69590104636436,5.72199180935336
"CAMSAP2",7.6184367423539,7.93844457409499,8.05051764162461,7.86802332289758,5.94692051439721,7.08590929563557,6.97853066980906
"FAM208A",6.39907365223165,7.00950799096801,7.07374730452969,6.78032070468662,5.1556972413036,5.61576695143313,5.58032901592933
"NUP160",7.61481964862141,8.80388225597994,8.53560717137841,7.57576667849651,5.89287723387834,7.33452329853587,7.08799680521838
"WWC1",8.29760423235805,8.6091051159233,8.93106289827375,8.75278886699675,7.44279627417913,7.6194106681425,7.48207238859368
"FBXW11",7.842943383558,8.40753554850617,8.23100016978036,8.1678179647492,6.09454570306386,6.84846369511522,6.9731434667483
"ATMIN",8.03438718967404,8.07426420723254,8.29046526950173,8.20723615371467,9.11262958603281,9.35542847538428,9.44931082766101
"EHBP1",7.60273651665872,8.08508180320243,8.08666229450691,7.92793145170978,5.16145512913513,5.28968279473069,5.19565849775134
"DMXL2",6.39886023316901,6.82862245632958,6.72161577265229,6.60089937773022,5.06188203898981,5.5181352169069,5.71117810137522
"FMR1",7.55709566110556,8.82574929950308,8.20457363077666,7.81999695285611,6.65201104230913,7.0991757295124,6.91928895786736
"TRIM2",6.20540224459923,5.71672804145392,6.32650805992707,5.60592562483943,4.40813811520739,4.3050145094523,4.4213583536738
"CLASP1",7.58406108246694,7.59199288583558,7.18557311757261,7.25594309859506,6.00196830032972,6.43833424138901,6.27050992941702
"WDR7",6.44154297982948,6.73350990594305,6.6567667898491,6.77291089451204,5.23675480024713,5.57888104051129,5.49740339569686
"JADE2",8.1952917061869,8.06624552984693,8.18739485512349,8.07883669823912,6.86062493657262,6.72290079354057,7.14617046968942
"SMCHD1",4.74014365256604,5.30519874834119,4.97173680142257,4.8810514011201,3.59467149771801,3.90164374334699,3.96685214824546
"DOCK9",6.55687369558575,6.81312079753218,6.46125321009865,6.10945664784911,4.92238681770561,4.91237541652331,5.1106427628253
"U2SURP",6.61228534996932,7.16110657654557,7.18354395199134,7.00893511857045,4.8729821986596,5.51204210355865,5.78815221006983
"PSD3",5.64801832418355,5.75024054173649,6.25017400837661,5.87191567906959,3.85178361670472,4.32956256943283,4.26633523474155
"ZDHHC17",6.52285217981495,6.83769639772759,7.14979602167521,6.76204894186199,5.1720265825119,5.69168322829446,6.17404699822559
"LARS2",7.52309602652463,7.91456553911824,7.5953626349179,7.64100335428891,6.15987867268419,6.50917512854272,6.43608895185101
"TARDBP",10.5194622980041,10.7258118054892,10.8079430353827,10.9376572198244,9.46834682118864,9.6812519105981,10.0746109912237
"CAPN7",7.32939585487592,7.7637338371066,7.35650946922409,7.27401705817224,5.63630261966794,6.19786512569752,6.2145012893406
"MTREX",9.37087984546389,9.44871450942472,9.29055288224644,9.41204369421917,7.81165512712512,8.32653253965542,8.00201145180927
"KAT6B",6.6399820654684,6.62988856155944,6.62276635991858,6.06629838220194,5.00376058030794,5.23301169174613,5.33414736807715
"ACAP2",5.35182302072272,6.49203669014149,5.65389706655219,5.6515928817429,4.08858125823277,4.51166491671899,4.43740836177664
"TTC33",6.77320866178667,7.44755852768495,7.07286357647631,7.19454450840464,5.68911302944763,6.02233897066088,6.27822447891451
"CD2AP",7.04287615393172,7.37647955772998,6.99808782529758,6.67407176168985,5.33196691585697,5.90496007889384,5.74150120628663
"SSBP2",5.91491035825288,6.14278268172957,6.22336854581648,6.11459057521459,4.66895864655245,4.68998459534415,4.6094686730382
"RABGAP1",8.26045620465544,8.08333398298513,8.18478542761001,8.06955673862601,5.57831990898014,6.19612428860241,6.48031977899726
"SLC7A11",8.84444148044796,9.24670663763155,9.24099973037283,9.30267775193738,6.53309819002985,8.0929237993607,7.54232649608494
"PRKD3",7.58515951329013,8.20775142781008,7.84039164923027,7.59383656784299,5.98176988925989,6.6332404953118,6.81279391927145
"PITPNB",9.92861590643143,10.3102683279321,10.2569601755179,10.3161140958294,8.57003536419778,9.29650106048843,9.1397060668645
"MAFF",4.02511537604573,4.02762044950226,3.72550022999646,3.81173189665808,7.83934337850416,8.16936030365047,8.30858827714689
"FLRT3",4.51712815654834,4.2315095013401,4.44966862638477,4.76647347577927,5.28308774686415,6.2551212276066,6.39228881554474
"IFIT5",6.43381612632815,6.85968722271664,6.37829340134105,6.4227682028925,7.54761326592725,7.31392304855987,7.93815819487633
"CENPI",6.50708525852919,6.8030450298732,5.81628221741253,5.84248418456258,4.79178208381331,4.46704947339566,4.55939806020127
"FYN",7.44514554915918,7.8143749310021,8.01191449693778,8.10021628341675,6.31943926759749,6.64552223728017,6.65548761292273
"RALGAPA1",6.72044090823345,7.30608339752532,6.774953237362,7.10946459050182,4.73605148160116,4.8609777405624,5.51979299935837
"BAMBI",7.73594259694268,7.53678617662954,7.45847591011508,7.48433981488184,9.62366690601178,9.66281368188723,9.50736589819466
"ARIH1",7.49774979307534,7.76401351026949,7.73864854303948,7.55258060358,5.97093001580643,6.72980863270284,6.39213465036179
"NIPBL",8.40371043537165,8.95524987645765,8.26545381732448,8.27373367652205,5.81701320257629,6.54374303695172,6.63758287077924
"INTS7",7.75288133413751,7.92999193869542,7.52717956869797,7.32448964843639,6.6206701185933,6.50908930392496,6.69937704423262
"TMEM158",9.34623321372218,9.02520119043508,8.91573810186409,8.53977463505327,10.4109298753087,10.3204974773934,10.562368027312
"POT1",7.21467884217115,7.71247303676254,7.7265203517108,7.1851083718805,5.99925691263266,5.84904296242434,5.97709362964059
"SGMS1",6.51611616939926,7.65003339531958,6.36000457118519,5.92301386174793,4.62649197336486,5.07956733657341,5.66817809588857
"ASPM",9.61578888243363,9.80702444871599,9.78166040865653,9.72653750056763,7.58406108246694,8.3082483372483,8.34562408817004
"WWTR1",7.33999888294322,7.67218471024733,7.34153910032146,7.09869722592837,5.77382926455754,6.34869344965099,6.38762311429432
"IBTK",6.58838252556588,7.34779283076058,6.86627930440527,6.38305933336541,4.83570125880548,5.38030385589826,5.59037152289084
"SIPA1L1",6.78166265932333,6.78064032290096,6.40051414966994,6.56366301191671,5.57647162945444,5.29053386448125,5.45008464183259
"SENP6",7.06756603814244,7.73523260409045,7.30242542032707,6.7637590289073,5.55626427369535,5.89618582737347,6.21063639094596
"ANKRD17",8.05339105671619,7.67770984354374,7.45868256973685,7.54841510477133,5.86105681212259,6.26201496632821,6.33995646055837
"GIGYF2",7.84473551850515,7.81029240779587,7.51069128714093,7.90043849292704,6.80117120291641,6.6134213189856,6.50864142146321
"LSM14A",8.03719651496287,8.41736377777585,8.46289159636441,8.63929445392135,6.38769682427787,7.31713567979082,7.62930486317456
"HERC4",7.49329818662352,7.1861810016789,6.21249434158842,6.06939433321597,5.22118686749719,5.74034620279796,5.64516140226454
"GAPVD1",8.94665876861466,9.47569366506182,9.2195705283716,9.27802143510653,7.46124316141567,7.94905318140194,8.04385768916752
"ZBTB20",4.92892730489766,4.75150262531332,4.29015614610752,4.67598442894351,3.53118045007185,3.56117499726007,3.5279646211901
"RSL1D1",6.18887982587964,5.81851507551729,6.83827736773386,7.12228891338185,7.96251403788397,8.26815847733539,8.52957585392991
"ELP4",7.96943586194873,7.58638563564613,7.33150626599954,7.33150626599954,6.31212084870056,6.35513922194625,6.55357772919853
"GFPT1",8.26782010293712,8.76283952247933,8.00004871447231,8.01553159094352,6.99700551606251,7.5038907927045,7.18618581336741
"RPS6KC1",7.08906909193897,7.32768221504263,7.15418233237063,7.06627885750425,5.92440453152162,6.03136205034869,5.82768714856128
"GJB3",7.96824142973345,7.81663463944744,7.32874835441392,7.45103922906909,9.47603369809908,9.57352831313363,8.95503148137163
"RPUSD2",7.58449546796999,7.4644121489009,7.52521550796692,7.49093497325838,8.53416406386552,8.58353363199847,8.85485576626185
"SESN1",7.00544319966555,6.82912096607298,6.94849924006231,6.7521412256245,7.69726621636016,7.95039088067418,8.19760364968408
"GCLM",9.53114450285013,10.450105432821,10.4000334243298,10.4506979915788,8.62422652021057,9.59674189018142,9.01843288724195
"ZNF544",8.00527206049296,8.38984041273106,8.36379578309324,8.53453106634361,6.90967636747018,7.15600302966424,7.35572760832099
"ZNF330",7.98637884178114,8.05423859115419,8.08933072135749,8.29943404270749,9.18150461963896,9.32581208676761,9.85155555147722
"GOLIM4",6.82857789178896,7.29767949893126,7.26174030250883,7.21731452556211,6.18976116665711,5.6125273906962,5.92103447792491
"STK39",7.2670013368129,7.83679489305745,7.52286766567679,7.39164073141789,5.81044417581262,6.16293781424893,5.98229710544019
"GNAQ",8.20607977764833,8.47128692288982,8.89771367863061,8.63019688473336,6.47169929809276,7.05970835788703,6.84196351756494
"GOLGA4",7.88906614767018,8.16190677403698,7.94818103518506,7.6335241398446,6.34135857625397,6.69854772655378,6.74946215939308
"SLCO3A1",8.48688579589173,7.33648808279394,7.99116589438667,8.22465720415193,5.66523312170235,6.38953033212044,6.79175462021661
"FRYL",6.33595934030214,6.22219967269061,6.16232642401842,6.22441609227742,4.15307705235736,4.33832965227944,4.53597820607088
"GRK5",6.81439379275731,7.27037110652172,6.70876937831779,6.86394000672144,5.35585997945621,5.19419994754914,4.96207751576838
"GRB10",9.41382752033507,9.17410176777076,9.58590777190574,9.49308851275946,6.60723720741917,7.02907550248417,6.81303325786067
"SNX24",6.56762596437319,6.52853517758163,6.61166314139287,6.44409599435279,5.24466310071116,5.5120669814784,5.27950140860981
"ASTE1",6.35886953226325,6.04920447920609,6.15763485039288,6.19476110653726,7.22668533119541,7.06704204150161,7.39664471214497
"SETD2",8.50133214612325,8.77095195969239,8.18436411182827,8.54205412841606,7.20742265117617,7.45538678333721,7.58406108246694
"NR3C1",7.76325513638446,8.47912049291429,8.32907107839258,7.9028543662626,5.132535481774,6.00767123662857,6.37614359086372
"CFAP20",8.70765914345273,8.86462386215767,8.9491761502288,8.86084208712628,9.97008397083469,10.0614503723938,10.1562926844933
"NXT1",8.23139896193265,8.24871415058443,8.48860958790132,8.32944954614815,9.32231786301386,9.50080478536846,9.60155514419497
"BRD7",7.66549886879311,7.78395584658119,7.72779353395206,7.62829066023481,6.04818765449609,6.46117357930235,6.87959256944728
"ANKRD11",8.38286143690079,7.8966293699954,7.52401295722254,7.7410436601391,6.72505670010745,6.73893296244051,6.46804247111772
"GSK3B",7.8093332756095,7.50071159756388,8.00728478409896,7.92750936913779,5.89688055711211,6.47826620751687,6.33227447695668
"USP25",7.95879806289717,8.22494237334478,8.12087143644672,8.16004970035932,6.8316218980149,7.30462309064187,7.07675532115711
"TRA2A",4.72796472364363,4.85997880044856,5.34766844636825,4.95295966917073,5.5773819077005,5.87660652068779,6.63400875722662
"GPSM2",7.04297089167768,7.36735844891413,7.50573746322763,7.37036074532321,5.77442379328445,6.0903770298677,6.58468964791254
"STRN3",5.33494279510118,5.94330776366026,5.625641553042,5.33494279510118,3.66622924875032,4.44398100263565,4.75259047347992
"NRBF2",6.08464566845105,6.35568829606826,5.85987816594079,6.13406333684743,7.17875264117413,7.30598794089125,7.4965261690021
"BAZ2B",6.38733368947302,6.61337428016463,6.31148584773186,6.07716013517702,4.67933161876346,4.7559081091363,5.06996122306713
"PIK3R4",7.69572307020464,8.1589514001167,8.01659693615669,8.06007308080214,6.51086405597281,7.29003672030352,7.00860556391579
"HHEX",6.02519908084354,6.31926597088085,6.2842450322228,6.33145853052915,7.3868608328599,7.19594105841643,7.56130678979557
"UBE2K",7.64453668271341,8.032606521784,7.519957870333,7.3767276010585,5.20513825961038,6.24919339292411,6.17547411973548
"ZBTB48",6.69678016810128,6.51948851129896,6.60500673302981,6.77546790364445,7.6453877589309,7.29177668051535,8.06150455810718
"HMMR",8.49182065865418,8.17913390124146,8.51353385756527,8.41698306105376,6.6036704155991,6.48102889937654,6.47757657233154
"HMOX1",8.97095244119251,8.84652214962836,9.12757853708629,9.22010163835965,8.0112723227514,7.79421761976553,7.54525388768693
"HOXC13",5.78028012796606,6.12224665502093,6.43991712439474,6.27696360118653,7.04683568958346,7.43541489572588,7.007616531489
"APBB2",7.21448038153687,7.3520882216405,6.73582043009936,6.80574908418959,5.52717866970477,5.92064876146429,5.21044615520551
"AGFG1",8.26251120336938,8.60923349515572,8.62777384133565,8.39567962922132,6.56891998640856,7.40131901962103,7.35849765646013
"HES1",7.76853353415152,7.21925221727561,7.35235540070585,7.07109026364763,8.34078534047377,8.64119273384214,8.93893286231572
"IGF1R",9.69691310825996,9.76744944518703,9.4551826710164,9.34958583469773,7.35729888010435,7.98450839116109,7.28154539716412
"IGFBP3",8.62953601472836,8.56598391211751,9.31134438679089,8.663696378901,9.49601501906977,10.0835071247834,9.89501790697562
"RBPJ",7.12022072765518,7.24880848663718,7.32913754659045,7.01419672270764,5.44975519132852,5.92921978736569,6.69952628168949
"IL15",7.53133746625801,8.20605737718711,7.43906203775572,7.65277543008161,6.28229445458952,6.63517129899625,6.7693676394255
"INPP5A",9.33787117143696,9.40932913272749,9.4075178503686,9.49601501906977,8.05868766692282,8.32483924813443,7.97208580538087
