"","control1","control2","control3","control4","case1","case2","case3"
"219004_s_at",7.23095801299402,7.15974471824711,7.48284887093724,7.47505416131526,7.82225199396624,8.16610385331253,8.34768985525687
"208828_at",9.67679650398406,10.0405484789386,10.0086166985942,9.65487317136343,10.5508787529992,10.4548073366919,10.7684053159319
"212037_at",7.38826629910858,7.44635670379249,8.02162289699369,7.632610237632,6.44621159116856,6.88231933601845,7.67997785982475
"201535_at",7.16326942786962,7.28098349437268,7.33461496570193,7.25876574692565,6.97086221323843,6.82966656466816,6.58749674496187
"218558_s_at",8.72791550010607,9.07333981019487,9.23709401806617,9.2413312226383,7.98551215568378,8.3704932159717,8.46297559756073
"220941_s_at",6.91259411034403,6.79971906758544,6.71207928910987,6.63120207655632,7.29114923173603,7.67980850173399,7.47828866305035
"212961_x_at",8.74540880356613,9.02770313475428,9.12261461043403,9.33272727457092,9.24621099648313,9.57986872675558,9.4265824092738
"218583_s_at",7.33801749499035,7.53025465401752,7.5615796375587,7.33801749499035,6.80015182223258,7.03744580770831,7.05420611421312
"204835_at",8.19486230934728,8.89808360112581,8.50656062749816,8.35398536386078,7.8438815458146,7.82096348600953,7.57212839919912
"205909_at",8.17632781604916,8.92239300998626,8.54401207786217,8.38095558798021,7.644165604933,7.93859781358683,7.7341875142163
"217635_s_at",7.73645184491765,7.1524692621984,7.71391229537151,7.95448090679161,7.75360884359829,8.00717980776975,7.87649947062278
"202634_at",7.54341749479106,7.85205722641928,7.73379506745792,7.25937271947243,8.04006306072733,8.35096921138046,8.46419222156644
"218041_x_at",11.2377985096893,11.3651280977386,11.4816668669956,11.4296092777817,10.1375408329037,10.7287096819633,10.4197517365996
"203782_s_at",8.74428492933071,8.34591874666411,9.16762974685869,9.22049481732153,8.26280091104788,8.57091731766894,8.78966450216203
"221781_s_at",8.72212082424505,8.54797442928125,8.0103892562405,8.37635060086546,8.54797442928125,8.57544235094264,8.82691787424564
"218474_s_at",7.96567656881604,8.01851915741437,8.380467565152,8.26178977566657,8.71676272097384,8.95294560498663,8.73876387412279
"213387_at",5.32121018453917,5.69747926862234,5.45655203656681,5.64715949919318,4.86800942171607,4.95064022122938,4.6784878630571
"209379_s_at",5.43199751392398,6.29810640756833,6.16060000584381,5.82368358424554,5.01840450438857,4.93474622884956,4.99487920892695
"218510_x_at",8.59685614008247,7.85966854222317,6.85822293533719,7.44632072685833,7.60725338670104,7.24472562024258,7.25908482002101
"206860_s_at",7.79984638515507,8.04303549646552,8.09927979368102,8.14115653456662,7.39722941276121,7.97079469325433,8.07600591234412
"221613_s_at",8.48671336454481,8.93501046449499,8.48599844088379,8.47987040852484,7.75434626493799,8.17688344588302,8.24749390095641
"214749_s_at",9.47644548754087,9.76548335747467,9.91046257873053,10.0295088850925,10.3745517206221,10.2410767813033,10.3559347444035
"221516_s_at",9.0660696350196,8.99029213588821,9.42142184257909,9.41593430365703,10.0008628170375,10.2446898718601,10.2823863597263
"218425_at",6.73968104239205,6.27402735082311,6.70536614918999,6.5457949295458,5.87403053625642,5.85230072030229,5.8290413735233
"220952_s_at",7.44076301246411,8.07515105581437,7.94171429154934,7.76443744387327,4.36947417997003,4.76755370326392,4.95202942755913
"219130_at",6.77734785171663,6.85538581621468,7.22437078575001,6.77797233722366,6.13835344791176,6.60762201227735,6.77734785171663
"219694_at",6.70076439732018,7.05970835788703,6.88167453008049,7.04874504540653,6.24298746118695,6.88167453008049,6.88167453008049
"209903_s_at",7.27128004283417,7.72184603663264,7.26780348315897,7.36943682021885,5.98733253838239,6.3163976777094,6.82524772895027
"218035_s_at",5.93351162075742,6.50776952000051,5.43983674466419,5.84969781607707,5.39128921685664,5.31767718185351,4.88874573210605
"220364_at",4.84878737373722,4.80301336253856,4.3658929712238,4.84878737373722,5.42989911268922,4.84878737373722,5.16358671609526
